"No.","Time","Source","Destination","Protocol","Length","Info","Source_port","Dest_port"
"654","6.868186","192.168.0.14","74.125.131.198","TCP","82","[TCP Dup ACK 640#7] 54428  >  443 [ACK] Seq=415 Ack=432209 Win=64860 Len=0 SLE=446509 SRE=452229 SLE=440789 SRE=442219 SLE=435069 SRE=437929","54428","443"
"655","6.877107","74.125.131.198","192.168.0.14","TLSv1.2","1484","[TCP Previous segment not captured] , Ignored Unknown Record","443","54428"
"656","6.877144","192.168.0.14","74.125.131.198","TCP","90","[TCP Dup ACK 640#8] 54428  >  443 [ACK] Seq=415 Ack=432209 Win=64860 Len=0 SLE=455089 SRE=456519 SLE=446509 SRE=452229 SLE=440789 SRE=442219 SLE=435069 SRE=437929","54428","443"
"657","6.878180","74.125.131.198","192.168.0.14","TLSv1.2","1484","Ignored Unknown Record","443","54428"
"658","6.878218","192.168.0.14","74.125.131.198","TCP","90","[TCP Dup ACK 640#9] 54428  >  443 [ACK] Seq=415 Ack=432209 Win=64860 Len=0 SLE=455089 SRE=457949 SLE=446509 SRE=452229 SLE=440789 SRE=442219 SLE=435069 SRE=437929","54428","443"
"659","6.897710","74.125.131.198","192.168.0.14","TLSv1.2","1484","[TCP Previous segment not captured] , Ignored Unknown Record","443","54428"
"660","6.897750","192.168.0.14","74.125.131.198","TCP","90","[TCP Dup ACK 640#10] 54428  >  443 [ACK] Seq=415 Ack=432209 Win=64860 Len=0 SLE=463669 SRE=465099 SLE=455089 SRE=457949 SLE=446509 SRE=452229 SLE=440789 SRE=442219","54428","443"
"661","6.907368","74.125.131.198","192.168.0.14","TLSv1.2","1484","[TCP Previous segment not captured] , Ignored Unknown Record","443","54428"
"662","6.907405","192.168.0.14","74.125.131.198","TCP","90","[TCP Dup ACK 640#11] 54428  >  443 [ACK] Seq=415 Ack=432209 Win=64860 Len=0 SLE=469389 SRE=470819 SLE=463669 SRE=465099 SLE=455089 SRE=457949 SLE=446509 SRE=452229","54428","443"
"663","6.908828","74.125.131.198","192.168.0.14","TLSv1.2","1484","Ignored Unknown Record","443","54428"
"664","6.908852","192.168.0.14","74.125.131.198","TCP","90","[TCP Dup ACK 640#12] 54428  >  443 [ACK] Seq=415 Ack=432209 Win=64860 Len=0 SLE=469389 SRE=472249 SLE=463669 SRE=465099 SLE=455089 SRE=457949 SLE=446509 SRE=452229","54428","443"
"665","6.919847","74.125.131.198","192.168.0.14","TLSv1.2","1484","[TCP Previous segment not captured] , Ignored Unknown Record","443","54428"
"666","6.919891","192.168.0.14","74.125.131.198","TCP","90","[TCP Dup ACK 640#13] 54428  >  443 [ACK] Seq=415 Ack=432209 Win=64860 Len=0 SLE=475109 SRE=476539 SLE=469389 SRE=472249 SLE=463669 SRE=465099 SLE=455089 SRE=457949","54428","443"
"667","6.921324","74.125.131.198","192.168.0.14","TLSv1.2","1484","Ignored Unknown Record","443","54428"
"668","6.921349","192.168.0.14","74.125.131.198","TCP","90","[TCP Dup ACK 640#14] 54428  >  443 [ACK] Seq=415 Ack=432209 Win=64860 Len=0 SLE=475109 SRE=477969 SLE=469389 SRE=472249 SLE=463669 SRE=465099 SLE=455089 SRE=457949","54428","443"
"669","6.925806","74.125.131.198","192.168.0.14","TLSv1.2","1484","Ignored Unknown Record","443","54428"
"670","6.925842","192.168.0.14","74.125.131.198","TCP","90","[TCP Dup ACK 640#15] 54428  >  443 [ACK] Seq=415 Ack=432209 Win=64860 Len=0 SLE=475109 SRE=479399 SLE=469389 SRE=472249 SLE=463669 SRE=465099 SLE=455089 SRE=457949","54428","443"
"671","6.927303","74.125.131.198","192.168.0.14","TLSv1.2","1484","Ignored Unknown Record","443","54428"
"672","6.927328","192.168.0.14","74.125.131.198","TCP","90","[TCP Dup ACK 640#16] 54428  >  443 [ACK] Seq=415 Ack=432209 Win=64860 Len=0 SLE=475109 SRE=480829 SLE=469389 SRE=472249 SLE=463669 SRE=465099 SLE=455089 SRE=457949","54428","443"
"673","6.938948","74.125.131.198","192.168.0.14","TLSv1.2","1484","Ignored Unknown Record","443","54428"
"674","6.938985","192.168.0.14","74.125.131.198","TCP","90","[TCP Dup ACK 640#17] 54428  >  443 [ACK] Seq=415 Ack=432209 Win=64860 Len=0 SLE=475109 SRE=482259 SLE=469389 SRE=472249 SLE=463669 SRE=465099 SLE=455089 SRE=457949","54428","443"
"675","6.942644","74.125.131.198","192.168.0.14","TLSv1.2","1484","Ignored Unknown Record","443","54428"
"676","6.942701","192.168.0.14","74.125.131.198","TCP","90","[TCP Dup ACK 640#18] 54428  >  443 [ACK] Seq=415 Ack=432209 Win=64860 Len=0 SLE=475109 SRE=483689 SLE=469389 SRE=472249 SLE=463669 SRE=465099 SLE=455089 SRE=457949","54428","443"
"677","6.948559","74.125.131.198","192.168.0.14","TCP","1484","[TCP Retransmission] 443  >  54428 [ACK] Seq=439359 Ack=415 Win=65392 Len=1430","443","54428"
"678","6.948597","192.168.0.14","74.125.131.198","TCP","90","[TCP Dup ACK 640#19] 54428  >  443 [ACK] Seq=415 Ack=432209 Win=64860 Len=0 SLE=439359 SRE=442219 SLE=475109 SRE=483689 SLE=469389 SRE=472249 SLE=463669 SRE=465099","54428","443"
"679","6.961805","74.125.131.198","192.168.0.14","TCP","1484","[TCP Retransmission] 443  >  54428 [ACK] Seq=442219 Ack=415 Win=65392 Len=1430","443","54428"
"680","6.961842","192.168.0.14","74.125.131.198","TCP","90","[TCP Dup ACK 640#20] 54428  >  443 [ACK] Seq=415 Ack=432209 Win=64860 Len=0 SLE=439359 SRE=443649 SLE=475109 SRE=483689 SLE=469389 SRE=472249 SLE=463669 SRE=465099","54428","443"
"681","6.967188","74.125.131.198","192.168.0.14","TCP","1484","[TCP Retransmission] 443  >  54428 [ACK] Seq=443649 Ack=415 Win=65392 Len=1430","443","54428"
"682","6.967221","192.168.0.14","74.125.131.198","TCP","90","[TCP Dup ACK 640#21] 54428  >  443 [ACK] Seq=415 Ack=432209 Win=64860 Len=0 SLE=439359 SRE=445079 SLE=475109 SRE=483689 SLE=469389 SRE=472249 SLE=463669 SRE=465099","54428","443"
"683","6.968371","74.125.131.198","192.168.0.14","TCP","1484","[TCP Retransmission] 443  >  54428 [ACK] Seq=445079 Ack=415 Win=65392 Len=1430","443","54428"
"684","6.968427","192.168.0.14","74.125.131.198","TCP","90","[TCP Dup ACK 640#22] 54428  >  443 [ACK] Seq=415 Ack=432209 Win=64860 Len=0 SLE=439359 SRE=452229 SLE=475109 SRE=483689 SLE=469389 SRE=472249 SLE=463669 SRE=465099","54428","443"
"685","6.978559","74.125.131.198","192.168.0.14","TCP","1484","[TCP Retransmission] 443  >  54428 [ACK] Seq=452229 Ack=415 Win=65392 Len=1430","443","54428"
"686","6.978596","192.168.0.14","74.125.131.198","TCP","90","[TCP Dup ACK 640#23] 54428  >  443 [ACK] Seq=415 Ack=432209 Win=64860 Len=0 SLE=439359 SRE=453659 SLE=475109 SRE=483689 SLE=469389 SRE=472249 SLE=463669 SRE=465099","54428","443"
"687","6.981949","74.125.131.198","192.168.0.14","TCP","1484","[TCP Retransmission] 443  >  54428 [ACK] Seq=453659 Ack=415 Win=65392 Len=1430","443","54428"
"688","6.981989","192.168.0.14","74.125.131.198","TCP","90","[TCP Dup ACK 640#24] 54428  >  443 [ACK] Seq=415 Ack=432209 Win=64860 Len=0 SLE=439359 SRE=457949 SLE=475109 SRE=483689 SLE=469389 SRE=472249 SLE=463669 SRE=465099","54428","443"
"689","6.988033","74.125.131.198","192.168.0.14","TCP","1484","[TCP Retransmission] 443  >  54428 [ACK] Seq=457949 Ack=415 Win=65392 Len=1430","443","54428"
"690","6.988077","192.168.0.14","74.125.131.198","TCP","90","[TCP Dup ACK 640#25] 54428  >  443 [ACK] Seq=415 Ack=432209 Win=64860 Len=0 SLE=439359 SRE=459379 SLE=475109 SRE=483689 SLE=469389 SRE=472249 SLE=463669 SRE=465099","54428","443"
"691","6.990987","74.125.131.198","192.168.0.14","TCP","1484","[TCP Retransmission] 443  >  54428 [ACK] Seq=459379 Ack=415 Win=65392 Len=1430","443","54428"
"692","6.991016","192.168.0.14","74.125.131.198","TCP","90","[TCP Dup ACK 640#26] 54428  >  443 [ACK] Seq=415 Ack=432209 Win=64860 Len=0 SLE=439359 SRE=460809 SLE=475109 SRE=483689 SLE=469389 SRE=472249 SLE=463669 SRE=465099","54428","443"
"693","6.997745","74.125.131.198","192.168.0.14","TCP","1484","[TCP Retransmission] 443  >  54428 [ACK] Seq=460809 Ack=415 Win=65392 Len=1430","443","54428"
"694","6.997782","192.168.0.14","74.125.131.198","TCP","90","[TCP Dup ACK 640#27] 54428  >  443 [ACK] Seq=415 Ack=432209 Win=64860 Len=0 SLE=439359 SRE=462239 SLE=475109 SRE=483689 SLE=469389 SRE=472249 SLE=463669 SRE=465099","54428","443"
"695","7.003492","74.125.131.198","192.168.0.14","TCP","1484","[TCP Retransmission] 443  >  54428 [ACK] Seq=462239 Ack=415 Win=65392 Len=1430","443","54428"
"696","7.003537","192.168.0.14","74.125.131.198","TCP","90","[TCP Dup ACK 640#28] 54428  >  443 [ACK] Seq=415 Ack=432209 Win=64860 Len=0 SLE=439359 SRE=465099 SLE=475109 SRE=483689 SLE=469389 SRE=472249 SLE=435069 SRE=437929","54428","443"
"697","7.011273","74.125.131.198","192.168.0.14","TCP","1484","[TCP Retransmission] 443  >  54428 [ACK] Seq=465099 Ack=415 Win=65392 Len=1430","443","54428"
"698","7.011318","192.168.0.14","74.125.131.198","TCP","90","[TCP Dup ACK 640#29] 54428  >  443 [ACK] Seq=415 Ack=432209 Win=64860 Len=0 SLE=439359 SRE=466529 SLE=475109 SRE=483689 SLE=469389 SRE=472249 SLE=435069 SRE=437929","54428","443"
"699","7.020781","74.125.131.198","192.168.0.14","TLSv1.2","1484","[TCP Fast Retransmission] , Application Data [TCP segment of a reassembled PDU]","443","54428"
"700","7.020842","192.168.0.14","74.125.131.198","TCP","90","54428  >  443 [ACK] Seq=415 Ack=433639 Win=64860 Len=0 SLE=439359 SRE=466529 SLE=475109 SRE=483689 SLE=469389 SRE=472249 SLE=435069 SRE=437929","54428","443"
"701","7.026470","74.125.131.198","192.168.0.14","TCP","1484","[TCP Retransmission] 443  >  54428 [ACK] Seq=433639 Ack=415 Win=65392 Len=1430","443","54428"
"702","7.026518","192.168.0.14","74.125.131.198","TCP","82","54428  >  443 [ACK] Seq=415 Ack=437929 Win=64860 Len=0 SLE=439359 SRE=466529 SLE=475109 SRE=483689 SLE=469389 SRE=472249","54428","443"
"703","7.030227","74.125.131.198","192.168.0.14","TCP","1484","[TCP Retransmission] 443  >  54428 [ACK] Seq=437929 Ack=415 Win=65392 Len=1430","443","54428"
"704","7.030287","192.168.0.14","74.125.131.198","TCP","74","54428  >  443 [ACK] Seq=415 Ack=466529 Win=64860 Len=0 SLE=475109 SRE=483689 SLE=469389 SRE=472249","54428","443"
"705","7.036973","74.125.131.198","192.168.0.14","TCP","1484","[TCP Retransmission] 443  >  54428 [ACK] Seq=466529 Ack=415 Win=65392 Len=1430","443","54428"
"706","7.037033","192.168.0.14","74.125.131.198","TCP","74","54428  >  443 [ACK] Seq=415 Ack=467959 Win=64860 Len=0 SLE=475109 SRE=483689 SLE=469389 SRE=472249","54428","443"
"707","7.043748","74.125.131.198","192.168.0.14","TCP","1484","[TCP Retransmission] 443  >  54428 [ACK] Seq=472249 Ack=415 Win=65392 Len=1430","443","54428"
"708","7.043797","192.168.0.14","74.125.131.198","TCP","74","[TCP Dup ACK 706#1] 54428  >  443 [ACK] Seq=415 Ack=467959 Win=64860 Len=0 SLE=469389 SRE=473679 SLE=475109 SRE=483689","54428","443"
"709","7.049910","74.125.131.198","192.168.0.14","TLSv1.2","1484","Ignored Unknown Record","443","54428"
"710","7.049964","192.168.0.14","74.125.131.198","TCP","74","[TCP Dup ACK 706#2] 54428  >  443 [ACK] Seq=415 Ack=467959 Win=64860 Len=0 SLE=475109 SRE=485119 SLE=469389 SRE=473679","54428","443"
"711","7.053081","74.125.131.198","192.168.0.14","TLSv1.2","1484","Ignored Unknown Record","443","54428"
"712","7.053125","192.168.0.14","74.125.131.198","TCP","74","[TCP Dup ACK 706#3] 54428  >  443 [ACK] Seq=415 Ack=467959 Win=64860 Len=0 SLE=475109 SRE=486549 SLE=469389 SRE=473679","54428","443"
"713","7.059395","74.125.131.198","192.168.0.14","TLSv1.2","1484","[TCP Previous segment not captured] , Ignored Unknown Record","443","54428"
"714","7.059428","192.168.0.14","74.125.131.198","TCP","82","[TCP Dup ACK 706#4] 54428  >  443 [ACK] Seq=415 Ack=467959 Win=64860 Len=0 SLE=487979 SRE=489409 SLE=475109 SRE=486549 SLE=469389 SRE=473679","54428","443"
"715","7.060881","74.125.131.198","192.168.0.14","TLSv1.2","1484","Ignored Unknown Record","443","54428"
"716","7.060912","192.168.0.14","74.125.131.198","TCP","82","[TCP Dup ACK 706#5] 54428  >  443 [ACK] Seq=415 Ack=467959 Win=64860 Len=0 SLE=487979 SRE=490839 SLE=475109 SRE=486549 SLE=469389 SRE=473679","54428","443"
"717","7.071898","74.125.131.198","192.168.0.14","TLSv1.2","1484","[TCP Previous segment not captured] , Ignored Unknown Record","443","54428"
"718","7.071943","192.168.0.14","74.125.131.198","TCP","90","[TCP Dup ACK 706#6] 54428  >  443 [ACK] Seq=415 Ack=467959 Win=64860 Len=0 SLE=493699 SRE=495129 SLE=487979 SRE=490839 SLE=475109 SRE=486549 SLE=469389 SRE=473679","54428","443"
"719","7.073105","74.125.131.198","192.168.0.14","TLSv1.2","1484","Ignored Unknown Record","443","54428"
"720","7.073134","192.168.0.14","74.125.131.198","TCP","90","[TCP Dup ACK 706#7] 54428  >  443 [ACK] Seq=415 Ack=467959 Win=64860 Len=0 SLE=493699 SRE=496559 SLE=487979 SRE=490839 SLE=475109 SRE=486549 SLE=469389 SRE=473679","54428","443"
"721","7.079342","74.125.131.198","192.168.0.14","TLSv1.2","1484","Ignored Unknown Record","443","54428"
"722","7.079371","192.168.0.14","74.125.131.198","TCP","90","[TCP Dup ACK 706#8] 54428  >  443 [ACK] Seq=415 Ack=467959 Win=64860 Len=0 SLE=493699 SRE=497989 SLE=487979 SRE=490839 SLE=475109 SRE=486549 SLE=469389 SRE=473679","54428","443"
"723","7.079663","74.125.131.198","192.168.0.14","TLSv1.2","564","Ignored Unknown Record","443","54428"
"724","7.079691","192.168.0.14","74.125.131.198","TCP","90","[TCP Dup ACK 706#9] 54428  >  443 [ACK] Seq=415 Ack=467959 Win=64860 Len=0 SLE=493699 SRE=498499 SLE=487979 SRE=490839 SLE=475109 SRE=486549 SLE=469389 SRE=473679","54428","443"
"725","7.085932","74.125.131.198","192.168.0.14","TLSv1.2","1484","Ignored Unknown Record","443","54428"
"726","7.085978","192.168.0.14","74.125.131.198","TCP","90","[TCP Dup ACK 706#10] 54428  >  443 [ACK] Seq=415 Ack=467959 Win=64860 Len=0 SLE=493699 SRE=499929 SLE=487979 SRE=490839 SLE=475109 SRE=486549 SLE=469389 SRE=473679","54428","443"
"727","7.087358","74.125.131.198","192.168.0.14","TLSv1.2","1484","Ignored Unknown Record","443","54428"
"728","7.087385","192.168.0.14","74.125.131.198","TCP","90","[TCP Dup ACK 706#11] 54428  >  443 [ACK] Seq=415 Ack=467959 Win=64860 Len=0 SLE=493699 SRE=501359 SLE=487979 SRE=490839 SLE=475109 SRE=486549 SLE=469389 SRE=473679","54428","443"
"729","7.092554","74.125.131.198","192.168.0.14","TLSv1.2","1484","Ignored Unknown Record","443","54428"
"730","7.092594","192.168.0.14","74.125.131.198","TCP","90","[TCP Dup ACK 706#12] 54428  >  443 [ACK] Seq=415 Ack=467959 Win=64860 Len=0 SLE=493699 SRE=502789 SLE=487979 SRE=490839 SLE=475109 SRE=486549 SLE=469389 SRE=473679","54428","443"
"731","7.093849","74.125.131.198","192.168.0.14","TLSv1.2","1484","Ignored Unknown Record","443","54428"
"732","7.093878","192.168.0.14","74.125.131.198","TCP","90","[TCP Dup ACK 706#13] 54428  >  443 [ACK] Seq=415 Ack=467959 Win=64860 Len=0 SLE=493699 SRE=504219 SLE=487979 SRE=490839 SLE=475109 SRE=486549 SLE=469389 SRE=473679","54428","443"
"733","7.110050","74.125.131.198","192.168.0.14","TLSv1.2","1484","[TCP Previous segment not captured] , Ignored Unknown Record","443","54428"
"734","7.110086","192.168.0.14","74.125.131.198","TCP","90","[TCP Dup ACK 706#14] 54428  >  443 [ACK] Seq=415 Ack=467959 Win=64860 Len=0 SLE=507079 SRE=508509 SLE=493699 SRE=504219 SLE=487979 SRE=490839 SLE=475109 SRE=486549","54428","443"
"735","7.110224","74.125.131.198","192.168.0.14","TLSv1.2","1484","Ignored Unknown Record","443","54428"
"736","7.110241","192.168.0.14","74.125.131.198","TCP","90","[TCP Dup ACK 706#15] 54428  >  443 [ACK] Seq=415 Ack=467959 Win=64860 Len=0 SLE=507079 SRE=509939 SLE=493699 SRE=504219 SLE=487979 SRE=490839 SLE=475109 SRE=486549","54428","443"
"737","7.115199","74.125.131.198","192.168.0.14","TLSv1.2","1484","Ignored Unknown Record","443","54428"
"738","7.115238","192.168.0.14","74.125.131.198","TCP","90","[TCP Dup ACK 706#16] 54428  >  443 [ACK] Seq=415 Ack=467959 Win=64860 Len=0 SLE=507079 SRE=511369 SLE=493699 SRE=504219 SLE=487979 SRE=490839 SLE=475109 SRE=486549","54428","443"
"739","7.116211","74.125.131.198","192.168.0.14","TLSv1.2","1484","Ignored Unknown Record","443","54428"
"740","7.116245","192.168.0.14","74.125.131.198","TCP","90","[TCP Dup ACK 706#17] 54428  >  443 [ACK] Seq=415 Ack=467959 Win=64860 Len=0 SLE=507079 SRE=512799 SLE=493699 SRE=504219 SLE=487979 SRE=490839 SLE=475109 SRE=486549","54428","443"
"741","7.124281","74.125.131.198","192.168.0.14","TLSv1.2","1484","[TCP Previous segment not captured] , Ignored Unknown Record","443","54428"
"742","7.124319","192.168.0.14","74.125.131.198","TCP","90","[TCP Dup ACK 706#18] 54428  >  443 [ACK] Seq=415 Ack=467959 Win=64860 Len=0 SLE=515659 SRE=517089 SLE=507079 SRE=512799 SLE=493699 SRE=504219 SLE=487979 SRE=490839","54428","443"
"743","7.133076","74.125.131.198","192.168.0.14","TLSv1.2","1484","[TCP Fast Retransmission] , Ignored Unknown Record","443","54428"
"744","7.133146","192.168.0.14","74.125.131.198","TCP","90","54428  >  443 [ACK] Seq=415 Ack=473679 Win=64860 Len=0 SLE=515659 SRE=517089 SLE=507079 SRE=512799 SLE=493699 SRE=504219 SLE=487979 SRE=490839","54428","443"
"745","7.135736","74.125.131.198","192.168.0.14","TLSv1.2","1484","[TCP Previous segment not captured] , Ignored Unknown Record","443","54428"
"746","7.135767","192.168.0.14","74.125.131.198","TCP","90","[TCP Dup ACK 744#1] 54428  >  443 [ACK] Seq=415 Ack=473679 Win=64860 Len=0 SLE=521379 SRE=522809 SLE=515659 SRE=517089 SLE=507079 SRE=512799 SLE=493699 SRE=504219","54428","443"
"747","7.138345","74.125.131.198","192.168.0.14","TLSv1.2","974","Ignored Unknown Record","443","54428"
"748","7.138365","192.168.0.14","74.125.131.198","TCP","90","[TCP Dup ACK 744#2] 54428  >  443 [ACK] Seq=415 Ack=473679 Win=64860 Len=0 SLE=521379 SRE=523729 SLE=515659 SRE=517089 SLE=507079 SRE=512799 SLE=493699 SRE=504219","54428","443"
"749","7.142646","74.125.131.198","192.168.0.14","TLSv1.2","1484","[TCP Fast Retransmission] , Ignored Unknown Record","443","54428"
"750","7.142701","192.168.0.14","74.125.131.198","TCP","90","54428  >  443 [ACK] Seq=415 Ack=486549 Win=64860 Len=0 SLE=521379 SRE=523729 SLE=515659 SRE=517089 SLE=507079 SRE=512799 SLE=493699 SRE=504219","54428","443"
"751","7.145049","74.125.131.198","192.168.0.14","TCP","1484","[TCP Retransmission] 443  >  54428 [ACK] Seq=486549 Ack=415 Win=65392 Len=1430","443","54428"
"752","7.145095","192.168.0.14","74.125.131.198","TCP","90","54428  >  443 [ACK] Seq=415 Ack=490839 Win=64860 Len=0 SLE=521379 SRE=523729 SLE=515659 SRE=517089 SLE=507079 SRE=512799 SLE=493699 SRE=504219","54428","443"
"753","7.152271","74.125.131.198","192.168.0.14","TLSv1.2","1484","[TCP Previous segment not captured] , Ignored Unknown Record","443","54428"
"754","7.152309","192.168.0.14","74.125.131.198","TCP","90","[TCP Dup ACK 752#1] 54428  >  443 [ACK] Seq=415 Ack=490839 Win=64860 Len=0 SLE=528019 SRE=529449 SLE=521379 SRE=523729 SLE=515659 SRE=517089 SLE=507079 SRE=512799","54428","443"
"755","7.153599","74.125.131.198","192.168.0.14","TLSv1.2","1484","Ignored Unknown Record","443","54428"
"756","7.153637","192.168.0.14","74.125.131.198","TCP","90","[TCP Dup ACK 752#2] 54428  >  443 [ACK] Seq=415 Ack=490839 Win=64860 Len=0 SLE=528019 SRE=530879 SLE=521379 SRE=523729 SLE=515659 SRE=517089 SLE=507079 SRE=512799","54428","443"
"757","7.165392","74.125.131.198","192.168.0.14","TLSv1.2","1484","Ignored Unknown Record","443","54428"
"758","7.165435","192.168.0.14","74.125.131.198","TCP","90","[TCP Dup ACK 752#3] 54428  >  443 [ACK] Seq=415 Ack=490839 Win=64860 Len=0 SLE=528019 SRE=532309 SLE=521379 SRE=523729 SLE=515659 SRE=517089 SLE=507079 SRE=512799","54428","443"
"759","7.165585","74.125.131.198","192.168.0.14","TLSv1.2","564","Ignored Unknown Record","443","54428"
"760","7.165603","192.168.0.14","74.125.131.198","TCP","90","[TCP Dup ACK 752#4] 54428  >  443 [ACK] Seq=415 Ack=490839 Win=64860 Len=0 SLE=528019 SRE=532819 SLE=521379 SRE=523729 SLE=515659 SRE=517089 SLE=507079 SRE=512799","54428","443"
"761","7.166411","74.125.131.198","192.168.0.14","TCP","1484","[TCP Out-Of-Order] 443  >  54428 [ACK] Seq=492269 Ack=415 Win=65392 Len=1430","443","54428"
"762","7.166454","192.168.0.14","74.125.131.198","TCP","90","[TCP Dup ACK 752#5] 54428  >  443 [ACK] Seq=415 Ack=490839 Win=64860 Len=0 SLE=492269 SRE=504219 SLE=528019 SRE=532819 SLE=521379 SRE=523729 SLE=515659 SRE=517089","54428","443"
"763","7.193987","74.125.131.198","192.168.0.14","TCP","1484","[TCP Retransmission] 443  >  54428 [ACK] Seq=504219 Ack=415 Win=65392 Len=1430","443","54428"
"764","7.194037","192.168.0.14","74.125.131.198","TCP","90","[TCP Dup ACK 752#6] 54428  >  443 [ACK] Seq=415 Ack=490839 Win=64860 Len=0 SLE=492269 SRE=505649 SLE=528019 SRE=532819 SLE=521379 SRE=523729 SLE=515659 SRE=517089","54428","443"
"765","7.195191","74.125.131.198","192.168.0.14","TCP","1484","[TCP Retransmission] 443  >  54428 [ACK] Seq=505649 Ack=415 Win=65392 Len=1430","443","54428"
"766","7.195223","192.168.0.14","74.125.131.198","TCP","90","[TCP Dup ACK 752#7] 54428  >  443 [ACK] Seq=415 Ack=490839 Win=64860 Len=0 SLE=492269 SRE=512799 SLE=528019 SRE=532819 SLE=521379 SRE=523729 SLE=515659 SRE=517089","54428","443"
"767","7.201666","74.125.131.198","192.168.0.14","TLSv1.2","1484","Ignored Unknown Record","443","54428"
"768","7.201698","192.168.0.14","74.125.131.198","TCP","90","[TCP Dup ACK 752#8] 54428  >  443 [ACK] Seq=415 Ack=490839 Win=64860 Len=0 SLE=528019 SRE=534249 SLE=492269 SRE=512799 SLE=521379 SRE=523729 SLE=515659 SRE=517089","54428","443"
"769","7.209124","74.125.131.198","192.168.0.14","TLSv1.2","1484","Ignored Unknown Record","443","54428"
"770","7.209174","192.168.0.14","74.125.131.198","TCP","90","[TCP Dup ACK 752#9] 54428  >  443 [ACK] Seq=415 Ack=490839 Win=64860 Len=0 SLE=528019 SRE=535679 SLE=492269 SRE=512799 SLE=521379 SRE=523729 SLE=515659 SRE=517089","54428","443"
"771","7.210510","74.125.131.198","192.168.0.14","TLSv1.2","1484","Ignored Unknown Record","443","54428"
"772","7.210541","192.168.0.14","74.125.131.198","TCP","90","[TCP Dup ACK 752#10] 54428  >  443 [ACK] Seq=415 Ack=490839 Win=64860 Len=0 SLE=528019 SRE=537109 SLE=492269 SRE=512799 SLE=521379 SRE=523729 SLE=515659 SRE=517089","54428","443"
"773","7.214152","74.125.131.198","192.168.0.14","TCP","1484","[TCP Retransmission] 443  >  54428 [ACK] Seq=512799 Ack=415 Win=65392 Len=1430","443","54428"
"774","7.214186","192.168.0.14","74.125.131.198","TCP","90","[TCP Dup ACK 752#11] 54428  >  443 [ACK] Seq=415 Ack=490839 Win=64860 Len=0 SLE=492269 SRE=514229 SLE=528019 SRE=537109 SLE=521379 SRE=523729 SLE=515659 SRE=517089","54428","443"
"775","7.215378","74.125.131.198","192.168.0.14","TCP","1484","[TCP Retransmission] 443  >  54428 [ACK] Seq=514229 Ack=415 Win=65392 Len=1430","443","54428"
"776","7.215412","192.168.0.14","74.125.131.198","TCP","82","[TCP Dup ACK 752#12] 54428  >  443 [ACK] Seq=415 Ack=490839 Win=64860 Len=0 SLE=492269 SRE=517089 SLE=528019 SRE=537109 SLE=521379 SRE=523729","54428","443"
"777","7.222620","74.125.131.198","192.168.0.14","TLSv1.2","1484","Ignored Unknown Record","443","54428"
"778","7.222660","192.168.0.14","74.125.131.198","TCP","82","[TCP Dup ACK 752#13] 54428  >  443 [ACK] Seq=415 Ack=490839 Win=64860 Len=0 SLE=528019 SRE=538539 SLE=492269 SRE=517089 SLE=521379 SRE=523729","54428","443"
"779","7.224096","74.125.131.198","192.168.0.14","TLSv1.2","1484","Ignored Unknown Record","443","54428"
"780","7.224127","192.168.0.14","74.125.131.198","TCP","82","[TCP Dup ACK 752#14] 54428  >  443 [ACK] Seq=415 Ack=490839 Win=64860 Len=0 SLE=528019 SRE=539969 SLE=492269 SRE=517089 SLE=521379 SRE=523729","54428","443"
"781","7.230598","74.125.131.198","192.168.0.14","TCP","1484","[TCP Retransmission] 443  >  54428 [ACK] Seq=517089 Ack=415 Win=65392 Len=1430","443","54428"
"782","7.230637","192.168.0.14","74.125.131.198","TCP","82","[TCP Dup ACK 752#15] 54428  >  443 [ACK] Seq=415 Ack=490839 Win=64860 Len=0 SLE=492269 SRE=518519 SLE=528019 SRE=539969 SLE=521379 SRE=523729","54428","443"
"783","7.234816","74.125.131.198","192.168.0.14","TLSv1.2","1484","Ignored Unknown Record","443","54428"
"784","7.234845","192.168.0.14","74.125.131.198","TCP","82","[TCP Dup ACK 752#16] 54428  >  443 [ACK] Seq=415 Ack=490839 Win=64860 Len=0 SLE=528019 SRE=541399 SLE=492269 SRE=518519 SLE=521379 SRE=523729","54428","443"
"785","7.238998","74.125.131.198","192.168.0.14","TLSv1.2","1484","Ignored Unknown Record","443","54428"
"786","7.239042","192.168.0.14","74.125.131.198","TCP","82","[TCP Dup ACK 752#17] 54428  >  443 [ACK] Seq=415 Ack=490839 Win=64860 Len=0 SLE=528019 SRE=542829 SLE=492269 SRE=518519 SLE=521379 SRE=523729","54428","443"
"787","7.245347","74.125.131.198","192.168.0.14","TCP","1484","[TCP Retransmission] 443  >  54428 [ACK] Seq=518519 Ack=415 Win=65392 Len=1430","443","54428"
"788","7.245396","192.168.0.14","74.125.131.198","TCP","82","[TCP Dup ACK 752#18] 54428  >  443 [ACK] Seq=415 Ack=490839 Win=64860 Len=0 SLE=492269 SRE=519949 SLE=528019 SRE=542829 SLE=521379 SRE=523729","54428","443"
"789","7.246264","74.125.131.198","192.168.0.14","TCP","1484","[TCP Retransmission] 443  >  54428 [ACK] Seq=519949 Ack=415 Win=65392 Len=1430","443","54428"
